StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q01,Q02,AT1,Q03,Q04,Q05,Q06,Q07 Timing_First Click,Q07 Timing_Last Click,Q07 Timing_Page Submit,Q07 Timing_Click Count,Q07,Q10,Q08,AT2,Q09,Q34,Q35,SC0,condition,reading_rt,reading_completed,PROLIFIC_PID,STUDY_ID,SESSION_ID,assigned_doc,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Do you consent to participate in this study?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which feature gives the pellucid sunwhistle its name?,The Ashvane crestling's grey-to-white plumage gradient is described as an adaptation for:,"Earlier you read about two birds. To confirm you are paying attention, ignore the species details and choose the option that mentions two colors.",Which pair correctly matches each species to its habitat?,The passage associates the crestling's reliance on close-range visual signalling with:,The crestling is described as foraging for which foods?,"According to the passage, the crestling's crest changes color because of:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which statement about the two species' communication is best supported?,What is the scientific name of the Ashvane crestling?,"The passage frames the two birds as ""convergent solutions to opposite ecological pressures."" Which option best captures what is actually being contrasted in that phrase?","The passage ends by listing several axes along which the two birds diverge. Which of these is named in that closing summary?

This item also checks that you are reading carefully — please ignore the question above and select ""Plumage strategy"" regardless of the passage.","If you observed a roughly 11-cm bird gliding alone over forested mossy branches and emitting a quiet two-note call, which conclusion is most consistent with the passage?",How difficult did you find it to remember the passage?,"Is there anything about the study you found difficult or wanted to let us know about? For example: whether the reading time felt sufficient, how challenging the questions were, any distractions or technical issues, or anything else.",Score,condition,reading_rt,reading_completed,PROLIFIC_PID,STUDY_ID,SESSION_ID,assigned_doc,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID10""}","{""ImportId"":""QID29_FIRST_CLICK""}","{""ImportId"":""QID29_LAST_CLICK""}","{""ImportId"":""QID29_PAGE_SUBMIT""}","{""ImportId"":""QID29_CLICK_COUNT""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID42""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID37_FIRST_CLICK""}","{""ImportId"":""QID37_LAST_CLICK""}","{""ImportId"":""QID37_PAGE_SUBMIT""}","{""ImportId"":""QID37_CLICK_COUNT""}","{""ImportId"":""QID25""}","{""ImportId"":""QID28""}","{""ImportId"":""QID26""}","{""ImportId"":""QID44""}","{""ImportId"":""QID27""}","{""ImportId"":""QID49""}","{""ImportId"":""QID50_TEXT""}","{""ImportId"":""SC_7Uw1JTpjXJt3NmS""}","{""ImportId"":""condition""}","{""ImportId"":""reading_rt""}","{""ImportId"":""reading_completed""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""assigned_doc""}","{""ImportId"":""Q_DataPolicyViolations""}"
2026-06-04 09:54:59,2026-06-04 09:59:40,IP Address,96.32.186.91,100,280,True,2026-06-04 09:59:40,R_12KldInP7NmXX2I,,,,,34.0389,-84.3826,anonymous,EN,I consent,0,0,120.005,0,C,C,Gold versus green,B,A,C,C,4.293,89.832,94.751,49,A,C,B,Plumage strategy,D,7,"Trying to remember names is always the most difficult aspect for me, so trying to recall their scientific name is a huge challenge.",9,,,true,5f4a7a00dc1bde60ab8f7ac5,6a2081ae7e0b04602f663e36,6a2183b049020ac14566ed5d,birds,
2026-06-04 09:54:54,2026-06-04 10:00:27,IP Address,147.92.28.189,100,332,True,2026-06-04 10:00:27,R_1YWt6SsRzSqVrZ7,,,,,36.4817,-86.3119,anonymous,EN,I consent,0,0,120.021,0,B,D,Gold versus green,D,C,C,C,6.731,118.787,119.716,13,C,A,B,Plumage strategy,A,8,"The scientific nature of the text was really hard for me to follow and remember parts of the passage and what was mentioned with what bird. Other than my own mental capacity, no issues!",5,,,true,55aa9c8dfdf99b634b427b9a,6a2081ae7e0b04602f663e36,6a2183aaf96fbb14b80e753f,birds,
2026-06-04 09:55:02,2026-06-04 10:00:38,IP Address,71.91.152.211,100,335,True,2026-06-04 10:00:38,R_1dMmbIr5qbSYoc5,,,,,30.4944,-92.4176,anonymous,EN,I consent,8.407,25.316,120.004,5,D,C,Gold versus green,D,B,C,D,22.439,112.804,114.565,17,D,A,A,Plumage strategy,A,10,no,4,,,true,5a95a63e4eecca0001dd4cfa,6a2081ae7e0b04602f663e36,6a2183b07a1df8e3e37b7f00,birds,
2026-06-04 09:54:57,2026-06-04 10:03:13,IP Address,73.139.231.205,100,495,True,2026-06-04 10:03:13,R_538C2wJ4hd25lHX,,,,,25.9381,-80.3146,anonymous,EN,I consent,8.523,8.523,120.005,1,B,C,Gold versus green,B,A,C,C,8.614,301.328,303.321,22,A,C,B,Plumage strategy,C,2,"No everything was good ",10,,,true,6983549b2eeaffbc45367e23,6a2081ae7e0b04602f663e36,6a2183aae3d2d8db358716c3,birds,
2026-06-04 10:07:33,2026-06-04 10:12:50,IP Address,76.117.156.37,100,316,True,2026-06-04 10:12:50,R_3aDGkFq3pZ93zjz,,,,,39.9676,-74.5735,anonymous,EN,I consent,0,0,120.014,0,C,B,Gold versus green,B,A,C,C,7.293,162.133,164.118,12,A,B,B,Plumage strategy,B,9,nothing,9,,,true,5efe6daf6a2551378201893e,6a2081ae7e0b04602f663e36,6a2186a0cc9390adff35b2d7,birds,
2026-06-04 10:07:23,2026-06-04 10:13:12,IP Address,174.240.16.130,100,349,True,2026-06-04 10:13:12,R_5179ltkWRWae9xI,,,,,33.5594,-112.0902,anonymous,EN,I consent,13.3,13.3,120.013,1,B,C,Gold versus green,B,A,C,C,77.62,158.701,159.942,12,A,B,B,Plumage strategy,C,,"The time was absolutely sufficient. The terms were somewhat technical and a little bit difficult to understand, but other than that, everything was fine.",11,,,true,69d3d7345c83667d49a0ce94,6a2081ae7e0b04602f663e36,6a2186945d0a5795c9be9991,birds,
2026-06-04 10:09:44,2026-06-04 10:20:39,IP Address,24.130.75.186,100,654,True,2026-06-04 10:20:39,R_7JDx0dME1RhAgtY,,,,,37.7652,-122.1579,anonymous,EN,I consent,0,0,120.012,0,D,C,Gold versus green,B,A,C,C,28.553,447.783,448.274,13,A,B,B,Plumage strategy,D,6,Thank you!,10,,,true,66294177a2d171c3a831f21a,6a2081ae7e0b04602f663e36,6a21865a483fda1fece906c3,birds,
2026-06-04 10:13:31,2026-06-04 10:22:55,IP Address,207.172.252.126,100,563,True,2026-06-04 10:22:55,R_3exDoJHsm4Xjfxj,,,,,40.6521,-75.4776,anonymous,EN,I consent,0,0,120.008,0,A,C,Gold versus green,B,D,C,C,6.281,161.928,164.436,13,A,B,B,Plumage strategy,B,7,"Reading time could be another 30 seconds longer, just to accommodate to slower readers",10,,,true,6985effa307442fb1b0b5501,6a2081ae7e0b04602f663e36,6a218806c62245feb09312ed,birds,
2026-06-04 10:05:34,2026-06-04 10:29:02,IP Address,68.60.95.41,100,1408,True,2026-06-04 10:29:02,R_1CIxeu71ifZTc1X,,,,,42.9979,-82.4572,anonymous,EN,I consent,102.355,102.355,120.101,1,C,C,Gold versus green,B,D,C,D,29.581,239.18,240.65,50,A,B,B,Plumage strategy,A,6,,8,,,true,5512eba6fdf99b7e1fb1be23,6a2081ae7e0b04602f663e36,6a218627a1bfa80ad1bfb092,birds,
2026-06-04 09:47:51,2026-06-04 09:50:58,IP Address,108.6.103.211,24,186,False,2026-06-04 10:51:02,R_610AsQheT4wUB8v,,,,,40.674,-73.9701,anonymous,EN,I consent,84.8,87.07,120.036,6,,,,,,,,,,,,,,,,,,,,,,true,59fb741f38ed430001be6a26,6a2081ae7e0b04602f663e36,0os0nptn5lte,birds,
